"","logFC","logCPM","LR","PValue","FDR"
"RPL18",-0.72872069391548,6.6803331335849,2.67159051597066,0.102153889174203,1
"DDR1",2.75633571888527,-0.158799245271752,2.67057255576389,0.102219244249412,1
"LSG1",0.570803034484384,7.06853977584806,2.66888445338394,0.102327724616932,1
"NDUFB11",-0.905973354916725,5.2472560282876,2.66325761418264,0.102690225487624,1
"ORM2",1.45372099067366,3.48629076909833,2.6618718664695,0.102779715708466,1
"PTPRN2",-0.491546886449045,7.1929653495115,2.66118351132925,0.102824200723494,1
"SOCS6",0.832922304807326,6.13911615567042,2.66031192385012,0.102880557375003,1
"AURKAIP1",-1.4788332813274,5.21813510132448,2.65787610070159,0.103038236464475,1
"POLRMT",-0.598531684061659,7.16204016309319,2.65581592783842,0.103171804886782,1
"UBE2I",0.553679775027815,7.12439543243994,2.65476036380311,0.103240314314293,1
"PPP1R13B",-0.497919037298669,7.9609587390397,2.64866209678532,0.103637087192349,1
"KHK",1.13213883333117,5.80884151674728,2.64801854500676,0.103679056023555,1
"MIS18BP1",0.639966356236316,7.20931626082484,2.64625154468938,0.103794385575277,1
"NFKB2",-0.621400531563375,7.54449656792705,2.64101768276698,0.104136817242665,1
"SPA17",-0.782824866898432,5.70601721219902,2.64068886002131,0.104158372131163,1
"IGHV4-4",3.00561287854847,0.918894604563277,2.64016047508233,0.104193018895051,1
"THBD",-1.32909799111182,4.70002096698008,2.63227465361768,0.104711603508674,1
"REV1",0.547238435076193,7.54920507453521,2.63027624158717,0.104843471011078,1
"TLE3",-0.579141413113794,7.69572425833907,2.62323597398133,0.105309482913057,1
"FBXW8",-0.72294612498809,6.15108430302807,2.6224845052243,0.105359358332532,1
"HRG",-0.7642296631694,6.19208579439174,2.62036496706775,0.105500172873697,1
"SF1",0.506744461115639,7.67358524473805,2.61430295935142,0.105904051153293,1
"PECAM1",0.725454371956941,7.1849040980428,2.61390379963715,0.105930704396047,1
"DCAF13",-0.554047442026439,6.9848141660577,2.61104147878237,0.106122046859651,1
"MAST1",0.456216153498516,7.98338845041814,2.60693410174838,0.106397282253438,1
"PDXDC1",-1.62321063023576,3.53905314890761,2.60320080567911,0.106648129848438,1
"LYZ",1.3583746357204,5.06029549810306,2.60182091416514,0.106741011665012,1
"CPA4",-0.845379450359264,6.29329230855588,2.60165983388602,0.106751859915821,1
"LAMB1",-0.498051814399986,8.5859548539512,2.60119749342616,0.106783003812589,1
"ADORA1",-0.691648132206478,6.32579872252547,2.6004671045809,0.106832224136816,1
"SOST",1.20328535398472,4.59593422541616,2.60007735337338,0.106858499346326,1
"KCNS1",0.785237212202003,5.84972234847974,2.59985762273357,0.106873315687209,1
"TMA16",0.796374504043665,6.36496997275791,2.59684361543782,0.107076776563712,1
"STX5",0.697693169807405,6.77258186720967,2.59210332467269,0.107397630890369,1
"CUBN",-0.390074347609101,8.40969555289059,2.58993704529001,0.107544610231674,1
"FDPS",-0.600509029194058,6.88132657735666,2.58509517988455,0.107873923703772,1
"SLC1A3",-0.382209574259607,8.61642270326371,2.58501515578263,0.107879375735436,1
"GGCX",-0.48191216146835,8.05991882794483,2.58489945310891,0.107887259078514,1
"LBR",0.562452568076051,6.93005543180446,2.58308653784791,0.108010863779428,1
"AKT1",0.472410925256194,7.83855814955201,2.57723761879331,0.108410704895329,1
"HNRNPH1",2.28179705659825,4.22373765245896,2.57688717111642,0.108434713603724,1
"TCTA",1.17199848949116,4.81452265198013,2.57262055866712,0.10872748246827,1
"CNN1",0.624150474310206,6.70544195830081,2.57125942844675,0.10882106389705,1
"SH3BGRL",-1.34224660068094,4.21835459499269,2.57014513323866,0.108897740619774,1
"DCUN1D1",-0.648548133688907,7.14086111609557,2.57007238214845,0.108902748821289,1
"GSR",-0.644573071456307,6.24981562818117,2.56526998852118,0.109233907114568,1
"DAZAP1",0.534824278059642,7.14186937452787,2.56434193043546,0.109298030646994,1
"SYNGR1",0.63429370711588,6.96156410709244,2.56274923585033,0.109408173221227,1
"IP6K2",0.48752038506596,7.80072105861452,2.56193980402269,0.109464196116006,1
"METTL1",-0.656240014837633,7.02341615911777,2.56040649107897,0.109570407174979,1
"SH3YL1",-0.445220351156863,7.89208464257698,2.55821603205005,0.109722334648504,1
"RBM39",-0.469918488309179,8.6537550149185,2.55818150568558,0.109724731206644,1
"TGFB1I1",0.764654375628859,6.93849027498806,2.55624369708443,0.10985933146834,1
"CEACAM1",-0.59130916094721,7.27585924497439,2.54760524158625,0.110461571552427,1
"ATP6V1G1",-0.682249854517669,6.64698839036395,2.54521386881417,0.110628929933926,1
"EEF1G",0.489729640441053,7.54524032823808,2.54440846976918,0.110685357936497,1
"HCLS1",-0.618231614832395,7.27805760899702,2.54254624897804,0.110815950438681,1
"HYAL1",-0.706165758609537,6.42959880653394,2.54147194188359,0.110891365781515,1
"FHOD1",-0.836388768966833,6.92647134693343,2.54081153305031,0.110937753881218,1
"BTN1A1",-0.905815594140584,5.57982107893277,2.53787250667431,0.111144454570286,1
"CD7",0.766584431309917,6.35933430554386,2.53586154768502,0.111286128778265,1
"MMP8",-0.589897726564938,6.7445295033379,2.53400055552911,0.111417414738275,1
"ZSCAN2",-0.802705842544396,6.53540423963098,2.52803655528883,0.111839302299388,1
"ASAH1",0.393272721654575,8.63457279560363,2.52665415373105,0.111937342893351,1
"NOMO1",-2.13393689964558,1.92270352148289,2.52655678517619,0.111944251884998,1
"NCAM2",-0.567017500992582,6.89370810032837,2.5259941237914,0.111984185909837,1
"TMEM106B",0.527411993591431,7.58677014356906,2.52249972126067,0.112232547224253,1
"MAGEC1",1.0243110257605,5.22821536187413,2.52105517618223,0.112335394026396,1
"CHRM4",1.01352111376393,4.95166373130828,2.51911189063489,0.112473913257029,1
"PRMT2",0.600635475572548,7.25217543128474,2.51646423973975,0.11266294317315,1
"OCIAD1",-0.827071069116495,6.66246257067266,2.51588621199972,0.112704258177354,1
"ITPA",-0.695085397181905,6.06193533043515,2.51324438173276,0.112893297726901,1
"ALAS1",0.754084349124411,6.18312531386858,2.51006961999568,0.11312093415041,1
"AVPR1A",-0.695824776496309,6.00336449590662,2.50709970413809,0.113334340669712,1
"COCH",-0.74169646294267,6.50999826549646,2.50636218499974,0.113387404646762,1
"TAS2R7",2.66794999176887,0.835538489253463,2.50173253173074,0.113721131004621,1
"B3GAT3",1.07342158588191,5.79326243823533,2.50109435420713,0.113767218574285,1
"LRRC20",0.877465750648944,5.80357240976859,2.49813943493986,0.113980883943662,1
"HNRNPC",-0.419400657458051,7.94927419041629,2.49428314760149,0.114260391491072,1
"PAPOLA",-0.39251519517027,8.12832238820771,2.48758081463183,0.114747983510432,1
"GABPB1",0.637559776428397,6.8561329901477,2.48377088860905,0.115026176934305,1
"POU5F1",-1.81334893965191,2.42449842672634,2.47885571882491,0.115386172955493,1
"TGM1",3.06151576352146,1.06002332339939,2.47497437208142,0.115671328513629,1
"RPN1",-0.601856856791248,6.54839678347866,2.47491880771461,0.115675416370642,1
"HSF2BP",0.852919630618961,5.62276329455128,2.47442528772013,0.115711731516006,1
"ITGB2",0.478964103070747,7.9281717156807,2.47337304797491,0.115789201488779,1
"PRKAR1B",-0.566430858053919,6.71066903309593,2.4731675854716,0.115804335115699,1
"PIAS4",-0.65618067919034,6.36717860314401,2.47206098779087,0.115885880667681,1
"GART",-0.590471547548365,7.36139204691787,2.47046887835317,0.116003314975896,1
"DFFB",0.779308334363971,6.53190973647714,2.4700940903593,0.116030978512881,1
"CCHCR1",1.64460286914648,5.50136319408172,2.46939493035405,0.116082603793718,1
"WIPI2",-0.444626244785876,7.42583622574601,2.46374974815127,0.116500368796405,1
"TXNRD1",0.460379923272782,7.63305545743448,2.46352597880898,0.116516962756902,1
"FES",0.45746817733314,7.49481575750592,2.46126432335877,0.116684825909725,1
"TMEM51",0.956262364252446,5.03989604210481,2.46086856959345,0.116714226744717,1
"USP6NL",-0.53276389492046,6.96851885718586,2.45259531530981,0.117330730469646,1
"CD247",-0.511599081410886,7.79419051076714,2.45158881305127,0.117405977855699,1
"PRMT7",0.677416735069782,8.68373593675704,2.45022900107683,0.117507723834569,1
"RGL1",-0.566554299834716,6.72025240515545,2.45020352553787,0.117509630934876,1
"BCL6",-0.745411153239818,6.66224785815502,2.44903822437131,0.117596902026782,1
"MACROD1",-0.718587693523262,6.44329903067727,2.4466224357769,0.117778052217336,1
"GMIP",-0.654257862779002,6.81168155927578,2.44645068250012,0.117790943038367,1
"MAPRE1",0.984789328885964,5.11173032923862,2.44560465718734,0.11785446363782,1
"RPP30",-0.72700871757764,6.81027154550101,2.44336861072326,0.118022531076086,1
"VWA5A",0.597543618432546,7.02818599130292,2.44234843320656,0.118099298449043,1
"SULF1",-0.431805139721566,8.06661762960369,2.44194227739167,0.118129876645202,1
"PDE1C",-0.422210989462304,7.85763421176968,2.44141411431228,0.118169653479105,1
"S100A1",-1.48210201144108,4.52933686311922,2.43553223944733,0.118613629481652,1
"BARX2",0.763153842076409,5.77670821157553,2.43346961925953,0.118769756923002,1
"SAE1",0.659451498292397,6.62915556384384,2.43329980227458,0.118782621130255,1
"SRP9",-0.814514291125948,6.02720905152397,2.41720190265659,0.120009120003641,1
"MDH2",-0.858821046274124,6.03904007191428,2.41632190675267,0.120076569795178,1
"FAM50A",0.819296246053013,5.62421910148872,2.4139980070776,0.120254893561188,1
"CBFB",0.637908831021305,6.61928911908686,2.41319925341198,0.120316253388423,1
"MYL1",0.762740629191668,5.64424018072545,2.41270286349503,0.12035440326156,1
"LIPA",0.647909876931842,6.49974188320712,2.41180500052677,0.120423442236862,1
"HIPK2",0.480733343068757,7.65872989772754,2.41093775451272,0.120490168636761,1
"GAS6",0.656020851602472,6.43034543985864,2.40985144885564,0.120573807382061,1
"CNPPD1",0.817616962143735,5.51432022461332,2.40485325365155,0.120959466668593,1
"HDAC7",-0.507665346721831,7.97492053483188,2.40337322540115,0.121073927284193,1
"LAMP1",-0.896895254534482,6.21050334274766,2.39658804528282,0.121600209742837,1
"TSC22D1",-0.558920612183494,7.01241208229481,2.39567513455803,0.121671211596607,1
"PRPF39",0.595257069161886,6.68577869851483,2.39493641375804,0.12172869942168,1
"GTF3C4",-0.706292530082948,6.48151847339412,2.39466121299967,0.121750123454297,1
"IGHG1",-1.99825832415981,1.31795095715799,2.39278531216204,0.121896271364088,1
"MYBPC2",-0.500336695665185,6.96023739225451,2.39267707348982,0.121904709967744,1
"SLC39A14",-0.575280800900814,7.19445884594376,2.38681448977933,0.122362743143183,1
"AKAP11",-0.603491041180119,6.51542927863126,2.38662118081469,0.122377878488322,1
"TMEM143",0.575065130431799,6.7893387139402,2.38576117611962,0.122445238700619,1
"MCM3AP",0.428686189180609,7.56066230336908,2.38303018852748,0.122659417147788,1
"PADI3",-2.52986254849481,-0.238902048765323,2.3809750635728,0.122820864872063,1
"NDUFV3",-0.711908300830911,6.22426780102977,2.37931600087577,0.122951370458431,1
"MTRF1L",-1.1310338888604,6.21478409796592,2.3774207832799,0.123100640786609,1
"APEH",0.52243978418473,7.08288839902805,2.37717808006242,0.12311977099251,1
"CCNB2",-0.813280485643732,6.29802212690623,2.3764469264253,0.1231774214791,1
"KCNIP1",-0.749221766572182,6.3083601917913,2.37182110522983,0.123542856252645,1
"COL4A6",0.533056232116222,6.98600039236042,2.37022362763068,0.123669334570143,1
"IL1RAPL2",0.7995737458434,5.69264956240063,2.36818750329602,0.123830750570133,1
"TRAM1",0.742894936466315,6.24515229963048,2.36587209815011,0.124014591100554,1
"CCDC59",0.750140766622489,5.75583548726554,2.36511596723898,0.124074692645171,1
"MGST1",0.506503710891684,7.26053389619321,2.36504865436313,0.124080044619024,1
"FOXF1",0.868126519369338,5.38254043802279,2.36497970632142,0.124085526868857,1
"SEPHS2",-1.10099475068375,4.14345139012495,2.36313647932874,0.12423218669291,1
"SLC35F2",0.780747633361784,6.09968381760868,2.36270479337749,0.12426656240622,1
"ST8SIA2",-0.631171643822503,6.27770182773918,2.36231964071054,0.124297241528873,1
"ACSM5",-0.608928124310141,6.55972773682279,2.36071716652221,0.12442497604389,1
"MX2",0.429593414005678,8.05635574731024,2.36047764701787,0.124444080856136,1
"SIRT3",0.589949043716656,7.19940661245952,2.35817359259792,0.124628025804328,1
"ADD3",-0.502563787762677,7.45809790198806,2.35642511607996,0.124767817535581,1
"FCN1",-0.615264400218223,6.65953807873233,2.35548087574088,0.12484338252431,1
"FKBP9",0.706021927404921,6.75518062547988,2.35457787178383,0.124915695033755,1
"ARHGAP5",-0.646735472867919,6.29679109023702,2.35394705782617,0.124966238186241,1
"PPP3CB",-0.626893224935591,6.56789141512905,2.34856604830938,0.125398309324181,1
"UGCG",0.62643600575442,6.33316100029105,2.34569811967064,0.125629269166613,1
"CFP",0.532177011523881,6.90808832227185,2.33743361311539,0.126297474564392,1
"CXCL3",-0.86132441047082,5.58337441084335,2.33735457799309,0.126303883789795,1
"CXCL12",0.646510988556224,6.81174515380218,2.3350109197164,0.126494103435971,1
"IGSF3",-0.561649218187307,6.71094912381998,2.33283880807657,0.126670684235935,1
"CLIP1",0.411011917149804,8.13602661096706,2.32843383274743,0.127029627044043,1
"DPH5",0.610214604691079,6.72678276991786,2.32649264687224,0.127188165123705,1
"LRRC49",0.429811315986813,8.29771582768072,2.32134155697185,0.127609926671652,1
"NGEF",-0.552503064444663,6.82321927371566,2.31856995955386,0.127837503716912,1
"MED9",-0.691251564839109,6.48258395867871,2.3145440182065,0.128168880619316,1
"PRDX4",-1.15094858169148,4.94395366308764,2.31202352568521,0.128376830130799,1
"C1D",-0.727489701463746,6.10339721250295,2.309479252379,0.128587122734571,1
"GABARAPL1",0.788416919374882,6.71774303012317,2.30748609027136,0.128752132170354,1
"YES1",-0.669943426064462,5.98309357939491,2.30483164197182,0.12897225433179,1
"PARPBP",-0.696652662343199,6.23182763377149,2.30123264842816,0.129271373469349,1
"SERBP1",0.589942701068073,6.95675453550059,2.29939102346088,0.129424733282883,1
"ST3GAL5",0.371026566725299,8.48113276300349,2.29619211772108,0.129691601716229,1
"FPR3",0.77487763089865,5.44507538729951,2.29597934526312,0.129709373979803,1
"P4HA1",0.721036528850665,6.15951921918506,2.29439501212181,0.129841794101465,1
"MADD",0.493868468782904,8.1478562057322,2.29386145680515,0.129886423091558,1
"GALC",-0.45539197790285,7.63886124810436,2.29275024790012,0.129979424551118,1
"AK4",-0.592422957756134,6.69638908078201,2.28895767114311,0.130297399777544,1
"NOL3",-0.680636673874036,6.61047284596778,2.28879827178016,0.130310783033728,1
"CAMK2D",0.447772381226827,8.36773119524604,2.2866649815248,0.130490042837608,1
"RAD17",-1.71643513337104,2.11412550546176,2.28643310775461,0.130509543690813,1
"GPN2",0.76902801033714,6.39188133983616,2.28595979046466,0.130549360312926,1
"ADORA2B",1.0221346498026,5.10016879408023,2.2821598792428,0.130869509679143,1
"HOXA11",1.07399363352164,4.72464344829058,2.2820511189536,0.130878685811057,1
"ABR",1.00252517861322,5.35805512268257,2.2816062309353,0.130916228593756,1
"CLIC5",-0.5246103594436,7.59118176388441,2.28158401797501,0.130918103394555,1
"SPP1",0.499576296214383,7.109931043632,2.27649457312671,0.13134844938825,1
"IPO7",-0.479246227835053,7.17844488718815,2.27581993594932,0.131405612773726,1
"SLC6A16",0.648153259320254,6.78412421619311,2.27393349677684,0.131565602014034,1
"TMEM50B",2.82904418792563,1.01386536388767,2.27281251833668,0.131660775354733,1
"SLC30A3",0.591309782225858,7.25333560620285,2.27208405626892,0.13172266444996,1
"BACE2",0.493606501381815,7.42112436575294,2.27185546315989,0.131742092086176,1
"APOA1",1.04828457370062,4.52246000515959,2.27129949877855,0.131789355651345,1
"BFSP2",-0.727006296296189,5.76044809686512,2.26873957876424,0.132007223556332,1
"GMPPA",0.535266300274091,7.68264375312601,2.26752774810526,0.132110499394592,1
"CLEC16A",-0.454638968091397,7.91823197583111,2.26726747195592,0.132132692673041,1
"EIF4E2",-0.508959055696828,7.48984585089289,2.2651762359733,0.132311159755087,1
"ETS2",0.613150966669485,6.49164011174524,2.2647479002364,0.132347747331908,1
"PNMT",-1.00918864358495,4.80047123511228,2.26470885010212,0.132351083477678,1
"MAPK3",0.581310545688406,6.74703700043525,2.26274644110044,0.132518857739366,1
"LCMT1",-0.67936464179303,6.81517415533101,2.26098246819668,0.132669869613258,1
"NOSIP",0.562845973795769,7.12490231251586,2.26027370312984,0.13273060036606,1
"NDUFA3",-2.63857267110594,4.52763149704034,2.26014367416421,0.132741745308325,1
"MSRB2",-0.907615602027787,5.17181299537612,2.25548550996069,0.133141692595513,1
"PPP3CC",0.629996894112587,6.48325678859883,2.25410932549208,0.133260108472755,1
"RPS27",1.07177456810834,5.20356628844472,2.25388614540411,0.133279323428288,1
"NELL2",-0.436230021670246,7.53105069426227,2.2465551471387,0.133912218958368,1
"CTNNB1",-0.358057846990129,8.78149080636385,2.24641692502416,0.133924184090319,1
"ACACB",0.372299291640033,8.48918239411723,2.24333516328108,0.13419126596146,1
"TSG101",0.548156123522214,6.87281832335062,2.24262287382632,0.134253081445654,1
"ZNF43",0.608280675208137,7.17039675114306,2.24169079918673,0.1343340189115,1
"C7",-0.426349695016431,7.92740689642449,2.24162676620482,0.134339581270556,1
"TMEM184B",0.533499197775284,7.26607859289017,2.24025528128698,0.134458780033718,1
"CCL20",0.769729039573378,5.50537004299278,2.23857667417882,0.13460483245738,1
"TRPC4",-0.522569348438403,6.75314186822228,2.23855408581281,0.134606799037728,1
"UBE2H",0.659900038298809,7.30774734879492,2.23830942534527,0.134628101639993,1
"RSL24D1",-0.554741880828733,7.00716596826558,2.23732859955825,0.134713540067808,1
"NPR1",0.550684475519231,6.84518740838371,2.23538113951011,0.134883360529055,1
"F2RL1",0.999103716440531,4.6324504830173,2.23047143649474,0.135312555460834,1
"CHI3L1",0.692323808619107,6.32871919645199,2.22859200447545,0.13547725532378,1
"IGLV10-54",1.83581020762704,2.72140444866726,2.22599558845661,0.135705155659856,1
"INTS7",-0.515788653630282,7.10195233526832,2.22404378465798,0.13587675770243,1
"MOCS2",0.619703237913846,6.44084057822502,2.22339139191617,0.135934170040936,1
"EPC2",-0.566778663458138,6.62414696777019,2.21628528592945,0.1365612889201,1
"SEMA4C",-0.78389873924358,6.92253058039988,2.21592724572117,0.136592971841231,1
"EIF5B",0.464046166006756,7.36507357664094,2.21559955237295,0.136621976588928,1
"TK2",-0.449831335702199,8.11659000767218,2.21469038851207,0.136702484497344,1
"LITAF",0.531253363123444,7.24875246076253,2.21060923774557,0.137064532161184,1
"TPGS2",-0.43996705251138,7.35926394952653,2.20882800942467,0.137222885382787,1
"TUBB4B",0.889381614986056,5.27141269894318,2.20803171689183,0.137293742986158,1
"RGS11",0.773379362783339,6.37831087926294,2.20671941568458,0.137410606780893,1
"CEBPE",1.30314880334564,4.7798047784699,2.20615555986241,0.137460853824246,1
"SLC13A1",0.555900388341313,6.73634808147221,2.20396905900823,0.13765589492626,1
"COL4A1",-0.439091183851716,8.41622657314331,2.20215948138705,0.137817548164397,1
"FAM32A",1.29983171425044,5.15237521976066,2.1992628037667,0.138076757388372,1
"SKAP1",0.580728749099941,6.81606103721314,2.19840197522544,0.138153893951137,1
"ECHDC2",-0.408311178572809,7.98683888315412,2.19704087725561,0.138275956942257,1
"AGTPBP1",0.5219397995763,7.00821907179227,2.19689088686836,0.138289415445283,1
"CELSR1",0.379884397790611,8.21194471922676,2.19447069878989,0.138506779948378,1
"DDIT4",1.42410580663852,5.19686106633075,2.18748786169511,0.139136080764558,1
"RNF40",0.674766202918075,7.21305686590317,2.18732183461523,0.139151082292073,1
"PACSIN3",0.632714125372634,6.87332616911811,2.18687992472032,0.139191020306065,1
"DLGAP5",-0.611140182872399,6.65573955605831,2.18439579517416,0.139415765308696,1
"CDKN3",-0.869356331706889,6.50254883459904,2.18426819928452,0.13942732019722,1
"ICAM3",-0.912793500779257,5.54417903628643,2.18286880676398,0.139554117597784,1
"DDB2",-0.604198119311524,7.05863809860361,2.18216517689554,0.139617921608339,1
"BEST2",-0.672963585186923,5.97026892796206,2.18134098227931,0.139692699873684,1
"VAT1",0.669133512172173,6.69341782892754,2.18028311482984,0.139788744903236,1
"PABPC4",0.419968497911728,8.20439369077929,2.18006737140374,0.139808341601103,1
"EPS15",0.497436234588199,7.8198179120358,2.1790045869627,0.139904922895347,1
"EYA4",0.399719242322521,8.22196879696692,2.1781704856088,0.139980774909944,1
"IGF1",0.886576403007756,5.62954827381453,2.1755959457646,0.140215191319734,1
"RPS26",-0.776796430635612,5.56310224275684,2.16983783774374,0.140741074412368,1
"TONSL",-0.635102317729778,6.43075616189574,2.168708574336,0.140844468693641,1
"SLC9A2",-0.61476153465302,6.44046873806272,2.16723070373262,0.140979910044969,1
"BRPF3",-0.544048958806732,6.97211265670663,2.16697026542091,0.141003793410322,1
"KLK8",0.642636229324155,6.8538583485202,2.16349886466632,0.141322570991964,1
"LAIR1",2.82081747319922,0.881691244836403,2.16341828171066,0.1413299805091,1
"TRBV18",2.48586479501475,-0.222086265439553,2.1600360672668,0.141641365593682,1
"SHC2",0.52788226265263,6.97604164871192,2.15901975385512,0.141735083547161,1
"TSPO",0.866201384457784,5.32257188991321,2.15849318899788,0.141783667416734,1
"SCAMP2",0.800640565306049,7.12920682989205,2.15678811495512,0.141941115750885,1
"GEMIN2",-0.73321267517567,6.36798347490826,2.15669830261854,0.141949414564375,1
"DOK1",0.622816672297199,6.44980913884637,2.15347047187592,0.142248034069714,1
"SGCE",-0.385305774796586,8.82802873946026,2.15023422236483,0.142548141778768,1
"ZNF451",-0.406201279843382,7.91174508016872,2.14911997380246,0.142651634330976,1
"IGLV6-57",1.21246937445079,3.71935319543367,2.14714091046092,0.142835660202152,1
"RNGTT",0.496330045404817,6.87274667582174,2.14533979822177,0.143003371195626,1
"PKP1",0.643906720252114,6.56415100612002,2.14372104954936,0.14315429041533,1
"AKAP12",0.529961606875666,6.73588190612765,2.14282868312998,0.143237564167709,1
"CHMP1A",-0.47598204133734,7.55880409929325,2.13928528388801,0.143568765115608,1
"EVX1",0.944016249893227,5.19388131225608,2.13899397371736,0.143596032148332,1
"IKBKB",0.48281771920211,8.2973733943082,2.13875529759245,0.143618376906235,1
"CYP3A5",0.441602316135339,7.62747978101149,2.13851966841607,0.143640440249187,1
"CSTF3",0.485589703972375,6.91746379338725,2.1370165850659,0.143781272592985,1
"TAF1C",-0.600918269853349,7.2344691176608,2.13692419234051,0.143789934457133,1
"ROR2",-0.529618140970654,7.09148466482868,2.13370133477661,0.144092446923644,1
"INPP5B",0.471321884899002,7.5426038477842,2.13242393572984,0.144212547807241,1
"PADI4",-2.28592479551144,0.524585469811672,2.1322432379046,0.144229546090537,1
"ZBTB11",0.409316890374944,7.66965469454974,2.13224194374844,0.14422966784022,1
"THRAP3",-0.664408556674593,6.37642569177446,2.13174626753487,0.144276307836777,1
"ARL2BP",-1.95672927045146,3.17777491573915,2.13062817954059,0.144381575222418,1
"ABI2",0.403572982290662,7.66515730738962,2.12934338897502,0.144502644384117,1
"LETM1",-0.478253682136974,7.2261605827051,2.12933898369198,0.144503059702059,1
"GLO1",0.820913030367409,5.42308484377763,2.12609346826069,0.144809403651789,1
"WBP11",0.567617985414683,6.6015900663621,2.12575240630395,0.14484163891995,1
"TPM1",0.467208201402111,7.71240976073631,2.1257065106499,0.144845977337486,1
"GAB1",-0.516427874317571,7.51248506049,2.1246156797825,0.144949134337064,1
"ZNF236",-0.389988003199415,7.75836028097305,2.12372778793955,0.145033161035035,1
"SERPINE1",0.849314059440459,5.25159849374781,2.12242096980277,0.145156933172456,1
"COL6A2",-0.469832531773331,7.18153002032897,2.12229851941379,0.145168536863913,1
"LY6K",-1.57682146644397,3.4430052490151,2.1221396734169,0.145183591047574,1
"SUFU",-0.60988165108606,6.79324272711651,2.1206312215174,0.14532663805258,1
"E2F5",0.636868327655807,6.43311734032447,2.11984420134787,0.145401334490002,1
"WAC",-0.436677451990889,7.83082376657506,2.11979541543398,0.145405966206992,1
"SRGAP2",-0.451526374204429,7.65968341201747,2.11828185643647,0.145549745590183,1
"ASGR1",0.763882738281068,6.8339819960198,2.11808536823226,0.145568422585962,1
"SH3BP2",0.400847559892358,8.35445076221844,2.1172661244494,0.145646324127396,1
"LDB2",-0.514073613432862,7.17876540471292,2.11388123457685,0.145968690460906,1
"GCNT2",-1.62453032181426,2.04686544010396,2.11155464982293,0.146190733608685,1
"F10",-0.812810619411314,6.10316696509352,2.11148557658379,0.146197331596515,1
"PITX2",-0.510873480632252,7.06061083654488,2.11097022038757,0.146246569856794,1
"GSK3B",-0.352128743551627,8.36802926092304,2.11012007112861,0.146327835855418,1
"GMEB1",0.752746963545992,6.14756670046787,2.10983845869685,0.146354766492042,1
"SMNDC1",0.652201711942783,6.46421790413417,2.10753044662959,0.146575692779869,1
"UACA",-0.421387097878421,7.76936880032327,2.10499806768781,0.146818528703697,1
"CYTH1",0.426444584212194,7.3018472227725,2.10428789236685,0.146886710590321,1
"SERP1",0.681324257122051,6.42956337037306,2.10338504351143,0.146973442089515,1
"POP4",0.701893893335298,6.59849018472457,2.10289725185759,0.147020325470817,1
"HERC6",0.479786089620578,7.34498606442085,2.10281694057479,0.147028046090011,1
"TREH",-0.999905690033325,6.20548761914441,2.10184723685914,0.147121303395801,1
"FAN1",-1.17505049504271,3.15642359290995,2.10122894529985,0.14718079991478,1
"ARTN",0.725346630245674,6.00696835994885,2.09955777223561,0.147341748285698,1
"SCN8A",-0.364377798599286,8.28407146396609,2.09821251688465,0.147471452282954,1
"CDC42EP4",0.604127115373223,6.96087381107226,2.09731782221487,0.147557786423802,1
"ELL2",-0.573749922891165,6.73368232285794,2.09729908761274,0.147559594841057,1
"NFIB",0.416066359693511,7.9660333850078,2.095380719107,0.147744903993179,1
"HBE1",0.354273895008536,8.55987727112785,2.09300847161938,0.147974420028227,1
"CPA3",-0.749106477571144,5.40001427789597,2.0907759373159,0.148190786515697,1
"SLC6A3",2.41976520905342,-0.229327641098566,2.08658555448998,0.148597863627211,1
"PZP",-0.377665622922413,7.66989414335595,2.08550132911905,0.148703396896783,1
"AK3",0.712175144229121,5.89740973054957,2.08543037687413,0.148710305997271,1
"ZC2HC1A",0.685941653753371,6.01931814115425,2.0834391876166,0.1489043495584,1
"SLC30A1",0.692357065910058,5.91541598330875,2.0832348112828,0.148924282437188,1
"SLC5A2",0.876757225856909,6.14540792070598,2.08310248552092,0.148937189812232,1
"WNT11",0.795287756691602,5.18804318922806,2.08306281975702,0.148941059153063,1
"ENO1",0.486321307150122,7.13145994357384,2.08292508050801,0.148954496309812,1
"TAT",-0.702600086739425,6.47837032962715,2.07940622456596,0.149298243374134,1
"NFATC1",0.54222953634971,7.56396969768976,2.07902896420622,0.14933515004802,1
"RBM4",-0.43029225080346,7.73945484857302,2.07825242716091,0.149411149672631,1
"KCNJ8",0.998217456040419,5.61636487277851,2.07808164062475,0.149427870402599,1
"ZNF571",0.835204762555578,6.25139826639726,2.07781293311215,0.149454182295464,1
"PLK1",-0.59157549100235,6.31962056776069,2.0740661564051,0.149821613596771,1
"PRDX3",0.718686713846927,5.69702419594846,2.07358124024452,0.149869241966435,1
"SIGMAR1",-0.631676126387391,6.42263637920917,2.07327113960428,0.149899708964394,1
"TRIM28",0.563801924892903,6.931653698751,2.06958698257138,0.150262209142905,1
"SGSH",-0.513368721581403,7.25017335025251,2.06868578500299,0.150351032722495,1
"TNFSF10",0.733036307310048,6.19087458205304,2.06808086316717,0.150410688166964,1
"HSD17B6",-0.699968062677663,5.99900897251469,2.06784139874981,0.150434310773503,1
"PIWIL2",-0.5456576793582,6.98573743752582,2.06648127320634,0.150568563624638,1
"PLD1",-0.447532362137604,7.79470817187673,2.06431071932559,0.150783091625807,1
