HGNC ID	Approved symbol	Approved name	Status	Locus type	Previous symbols	Alias symbols	Chromosome	NCBI Gene ID	Ensembl gene ID	Vega gene ID	Group ID	Group name
HGNC:54109	ZNF25-DT	ZNF25 divergent transcript	Approved	RNA, long non-coding			10p11.21	105376499	ENSG00000226447		1990	Divergent transcripts
HGNC:53777	ZNF426-DT	ZNF426 divergent transcript	Approved	RNA, long non-coding			19p13.2	101928238	ENSG00000278611	OTTHUMG00000186586	1990	Divergent transcripts
HGNC:55213	ZNF454-DT	ZNF454 divergent transcript	Approved	RNA, long non-coding		TCONS_00009823	5q35.3	118568820	ENSG00000272431		1990	Divergent transcripts
HGNC:55272	ZNF470-DT	ZNF470 divergent transcript	Approved	RNA, long non-coding			19q13.43	112268241	ENSG00000269696		1990	Divergent transcripts
HGNC:55991	ZNF496-DT	ZNF496 divergent transcript	Approved	RNA, long non-coding		XLOC_000647	1q44	107985115	ENSG00000289234		1990	Divergent transcripts
HGNC:51248	ZNF516-DT	ZNF516 divergent transcript	Approved	RNA, long non-coding	C18orf65		18q23	400658	ENSG00000275763	OTTHUMG00000165996	1990	Divergent transcripts
HGNC:51281	ZNF567-DT	ZNF567 divergent transcript	Approved	RNA, long non-coding	LINC01534		19q13.12	101927621	ENSG00000225975	OTTHUMG00000048158	1990	Divergent transcripts
HGNC:25213	ZNF582-DT	ZNF582 divergent transcript	Approved	RNA, long non-coding	ZNF582-AS1		19q13.43	386758	ENSG00000267454	OTTHUMG00000182151	1990	Divergent transcripts
HGNC:56027	ZNF584-DT	ZNF584 divergent transcript	Approved	RNA, long non-coding		CTD-2619J13.14	19q13.43	123706526	ENSG00000232098		1990	Divergent transcripts
HGNC:55347	ZNF594-DT	ZNF594 divergent transcript	Approved	RNA, long non-coding			17p13.2	100130950	ENSG00000261879		1990	Divergent transcripts
HGNC:55271	ZNF628-DT	ZNF628 divergent transcript	Approved	RNA, long non-coding			19q13.42	118732301	ENSG00000269859		1990	Divergent transcripts
HGNC:55800	ZNF691-DT	ZNF691 divergent transcript	Approved	RNA, long non-coding			1p34.2	122152325	ENSG00000228192		1990	Divergent transcripts
HGNC:55817	ZNF692-DT	ZNF692 divergent transcript	Approved	RNA, long non-coding			1q44	122152365	ENSG00000227237		1990	Divergent transcripts
HGNC:55668	ZNF747-DT	ZNF747 divergent transcript	Approved	RNA, long non-coding		AC002310.12	16p11.2	107984875	ENSG00000235560		1990	Divergent transcripts
HGNC:56034	ZNF778-DT	ZNF778 divergent transcript	Approved	RNA, long non-coding		RP5-821D11.7	16q24.3	123706547	ENSG00000259877		1990	Divergent transcripts
HGNC:55280	ZNF8-DT	ZNF8 divergent transcript	Approved	RNA, long non-coding			19q13.43	105372482	ENSG00000268516		1990	Divergent transcripts
HGNC:53355	ZNF84-DT	ZNF84 divergent transcript	Approved	RNA, long non-coding			12q24.33	101928597	ENSG00000246394	OTTHUMG00000167937	1990	Divergent transcripts
HGNC:27384	ZNRD2-DT	ZNRD2 divergent transcript	Approved	RNA, long non-coding	SSSCA1-AS1, ZNRD2-AS1		11q13.1	254100	ENSG00000260233	OTTHUMG00000166387	1990	Divergent transcripts
HGNC:43595	ZRANB2-DT	ZRANB2 divergent transcript	Approved	RNA, long non-coding	ZRANB2-AS2		1p31.1	100852410	ENSG00000229956	OTTHUMG00000009733	1990	Divergent transcripts
HGNC:41426	ACAP2-IT1	ACAP2 intronic transcript 1	Approved	RNA, long non-coding			3q29	100874306	ENSG00000229325	OTTHUMG00000155905	1989	Intronic transcripts
HGNC:41334	AFF2-IT1	AFF2 intronic transcript 1	Approved	RNA, long non-coding			Xq28	100874269	ENSG00000223516	OTTHUMG00000022611	1989	Intronic transcripts
HGNC:41427	AGAP1-IT1	AGAP1 intronic transcript 1	Approved	RNA, long non-coding			2q37.2	100506749	ENSG00000235529	OTTHUMG00000153124	1989	Intronic transcripts
HGNC:41482	AGBL4-IT1	AGBL4 intronic transcript 1	Approved	RNA, long non-coding			1p33	100874313	ENSG00000225623	OTTHUMG00000008155	1989	Intronic transcripts
HGNC:41484	AGBL5-IT1	AGBL5 intronic transcript 1	Approved	RNA, long non-coding			2p23.3	106481744	ENSG00000229122	OTTHUMG00000151991	1989	Intronic transcripts
HGNC:20988	AGPAT4-IT1	AGPAT4 intronic transcript 1	Approved	RNA, long non-coding	C6orf59, NCRNA00241	FLJ23112	6q26	79992		OTTHUMG00000152859	1989	Intronic transcripts
HGNC:41304	AKT3-IT1	AKT3 intronic transcript 1	Approved	RNA, long non-coding			1q44	100874263	ENSG00000228939	OTTHUMG00000039993	1989	Intronic transcripts
HGNC:41409	ALG9-IT1	ALG9 intronic transcript 1	Approved	RNA, long non-coding			11q23.1	100874303	ENSG00000254450	OTTHUMG00000166796	1989	Intronic transcripts
HGNC:41305	ALMS1-IT1	ALMS1 intronic transcript 1	Approved	RNA, long non-coding			2p13.1	100874291	ENSG00000230002	OTTHUMG00000152785	1989	Intronic transcripts
HGNC:41306	AMMECR1-IT1	AMMECR1 intronic transcript 1	Approved	RNA, long non-coding			Xq23	100874352	ENSG00000224142	OTTHUMG00000022194	1989	Intronic transcripts
HGNC:39891	ANKRD10-IT1	ANKRD10 intronic transcript 1	Approved	RNA, long non-coding			13q34	100505494	ENSG00000229152	OTTHUMG00000046190	1989	Intronic transcripts
HGNC:41477	ANKRD44-IT1	ANKRD44 intronic transcript 1	Approved	RNA, long non-coding			2q33.1	101927547	ENSG00000236977	OTTHUMG00000154409	1989	Intronic transcripts
HGNC:25672	ANP32A-IT1	ANP32A intronic transcript 1	Approved	RNA, long non-coding	C15orf28, NCRNA00321	FLJ11722, HsT18971	15q23	80035			1989	Intronic transcripts
HGNC:41307	AOAH-IT1	AOAH intronic transcript 1	Approved	RNA, long non-coding			7p14.2	100874264	ENSG00000230539	OTTHUMG00000154938	1989	Intronic transcripts
HGNC:42944	ARHGAP22-IT1	ARHGAP22 intronic transcript 1	Approved	RNA, long non-coding		FLJ35752	10q11.22	100689073	ENSG00000248682	OTTHUMG00000159998	1989	Intronic transcripts
HGNC:41429	ARHGAP26-IT1	ARHGAP26 intronic transcript 1	Approved	RNA, long non-coding			5q31.3	100874372	ENSG00000230789	OTTHUMG00000067192	1989	Intronic transcripts
HGNC:41483	ARHGEF38-IT1	ARHGEF38 intronic transcript 1	Approved	RNA, long non-coding			4q24	100874374	ENSG00000249885	OTTHUMG00000161056	1989	Intronic transcripts
HGNC:41408	ARHGEF7-IT1	ARHGEF7 intronic transcript 1	Approved	RNA, long non-coding			13q34	100874371	ENSG00000233644	OTTHUMG00000017354	1989	Intronic transcripts
HGNC:41401	ARHGEF9-IT1	ARHGEF9 intronic transcript 1	Approved	RNA, long non-coding			Xq11.1	100874355	ENSG00000231729	OTTHUMG00000021698	1989	Intronic transcripts
HGNC:24998	ASAP1-IT1	ASAP1 intronic transcript 1	Approved	RNA, long non-coding	DDEF1IT1	HSPC054, NCRNA00050, ASAP1IT, ASAP1-IT	8q24.21	29065			1989	Intronic transcripts
HGNC:48917	ASAP1-IT2	ASAP1 intronic transcript 2	Approved	RNA, long non-coding			8q24.21	100507117	ENSG00000280543	OTTHUMG00000189586	1989	Intronic transcripts
HGNC:41449	ASH1L-IT1	ASH1L intronic transcript 1	Approved	RNA, long non-coding			1q22	106478976	ENSG00000227773	OTTHUMG00000014015	1989	Intronic transcripts
HGNC:41455	ATG10-IT1	ATG10 intronic transcript 1	Approved	RNA, long non-coding			5q14.1	100874311	ENSG00000236447	OTTHUMG00000162771	1989	Intronic transcripts
HGNC:41309	ATP2B2-IT1	ATP2B2 intronic transcript 1	Approved	RNA, long non-coding			3p25.3	100874324	ENSG00000236999	OTTHUMG00000140094	1989	Intronic transcripts
HGNC:41310	ATP2B2-IT2	ATP2B2 intronic transcript 2	Approved	RNA, long non-coding			3p25.3	100874325	ENSG00000224771	OTTHUMG00000140095	1989	Intronic transcripts
HGNC:16024	BACE2-IT1	BACE2 intronic transcript 1	Approved	RNA, long non-coding	C21orf75, NCRNA00228	PRED43	21q22.2	282569	ENSG00000224388	OTTHUMG00000086745	1989	Intronic transcripts
HGNC:40006	BACH1-IT1	BACH1 intronic transcript 1	Approved	RNA, long non-coding			21q21.3		ENSG00000248476	OTTHUMG00000078881	1989	Intronic transcripts
HGNC:40007	BACH1-IT2	BACH1 intronic transcript 2	Approved	RNA, long non-coding			21q21.3	100874322	ENSG00000228817	OTTHUMG00000078880	1989	Intronic transcripts
HGNC:16455	BACH1-IT3	BACH1 intronic transcript 3	Approved	RNA, long non-coding	C21orf8		21q21.3	54147	ENSG00000234293	OTTHUMG00000078874	1989	Intronic transcripts
HGNC:25868	BIN3-IT1	BIN3 intronic transcript 1	Approved	RNA, long non-coding		FLJ14107	8p21.3	80094			1989	Intronic transcripts
HGNC:41920	BRWD1-IT1	BRWD1 intronic transcript 1	Approved	RNA, long non-coding			21q22.2	106480743	ENSG00000237373	OTTHUMG00000133692	1989	Intronic transcripts
HGNC:41312	CACNA1C-IT1	CACNA1C intronic transcript 1	Approved	RNA, long non-coding			12p13.33	107984540	ENSG00000256837	OTTHUMG00000168337	1989	Intronic transcripts
HGNC:41314	CACNA1C-IT3	CACNA1C intronic transcript 3	Approved	RNA, long non-coding			12p13.33	100874370	ENSG00000256721	OTTHUMG00000168201	1989	Intronic transcripts
HGNC:41446	CAMTA1-IT1	CAMTA1 intronic transcript 1	Approved	RNA, long non-coding			1p36.23	100874340	ENSG00000237402	OTTHUMG00000001217	1989	Intronic transcripts
HGNC:41317	CDC42-IT1	CDC42 intronic transcript 1	Approved	RNA, long non-coding			1p36.12	100874292	ENSG00000230068	OTTHUMG00000002890	1989	Intronic transcripts
HGNC:30102	CPS1-IT1	CPS1 intronic transcript 1	Approved	RNA, long non-coding	CPS1IT	PRO0132, CPS1-IT	2q34	29034	ENSG00000280837	OTTHUMG00000189581	1989	Intronic transcripts
HGNC:43591	DAPK1-IT1	DAPK1 intronic transcript 1	Approved	RNA, long non-coding			9q21.33	100506897	ENSG00000236709	OTTHUMG00000020148	1989	Intronic transcripts
HGNC:38713	DHRSX-IT1	DHRSX intronic transcript 1	Approved	RNA, long non-coding	DHRSXIT1	DHRSX-IT	Xp22.33 and Yp11	106478924	ENSG00000223571	OTTHUMG00000067406	1989	Intronic transcripts
HGNC:41430	DIP2A-IT1	DIP2A intronic transcript 1	Approved	RNA, long non-coding			21q22.3	100862692	ENSG00000223692	OTTHUMG00000090716	1989	Intronic transcripts
HGNC:41325	DISC1-IT1	DISC1 intronic transcript 1	Approved	RNA, long non-coding			1q42.2	104472714	ENSG00000226758	OTTHUMG00000037834	1989	Intronic transcripts
HGNC:41494	DNM3-IT1	DNM3 intronic transcript 1	Approved	RNA, long non-coding			1q24.3	100874284	ENSG00000233540	OTTHUMG00000046154	1989	Intronic transcripts
HGNC:41326	DPYD-IT1	DPYD intronic transcript 1	Approved	RNA, long non-coding			1p21.3	100874267	ENSG00000232542	OTTHUMG00000039679	1989	Intronic transcripts
HGNC:41327	DSCAM-IT1	DSCAM intronic transcript 1	Approved	RNA, long non-coding			21q22.2	100874326	ENSG00000233756	OTTHUMG00000086730	1989	Intronic transcripts
HGNC:41328	DSCR4-IT1	DSCR4 intronic transcript 1	Approved	RNA, long non-coding			21q22.13	100874327	ENSG00000223608	OTTHUMG00000086672	1989	Intronic transcripts
HGNC:41329	E2F3-IT1	E2F3 intronic transcript 1	Approved	RNA, long non-coding		RBAT1	6p22.3	100874268	ENSG00000224707	OTTHUMG00000014337	1989	Intronic transcripts
HGNC:41392	EIPR1-IT1	EIPR1 intronic transcript 1	Approved	RNA, long non-coding	TSSC1-IT1		2p25.3	100874301	ENSG00000224885	OTTHUMG00000151430	1989	Intronic transcripts
HGNC:41445	EPN2-IT1	EPN2 intronic transcript 1	Approved	RNA, long non-coding			17p11.2	100874309			1989	Intronic transcripts
HGNC:1229	ERC2-IT1	ERC2 intronic transcript 1	Approved	RNA, long non-coding	C1orf1, C3orf51	Po42	3p14.3	711	ENSG00000281708	OTTHUMG00000189578	1989	Intronic transcripts
HGNC:41431	ERI3-IT1	ERI3 intronic transcript 1	Approved	RNA, long non-coding			1p34.1	100874278	ENSG00000233602	OTTHUMG00000037293	1989	Intronic transcripts
HGNC:41503	NALF1-IT1	NALF1 intronic transcript 1	Approved	RNA, long non-coding	FAM155A-IT1		13q33.3	100874375	ENSG00000227248	OTTHUMG00000017327	1989	Intronic transcripts
HGNC:41485	FAR1-IT1	FAR1 intronic transcript 1	Approved	RNA, long non-coding			11p15.3	106478978	ENSG00000254791	OTTHUMG00000165788	1989	Intronic transcripts
HGNC:41489	FBXO36-IT1	FBXO36 intronic transcript 1	Approved	RNA, long non-coding			2q36.3	100874344	ENSG00000231534	OTTHUMG00000153612	1989	Intronic transcripts
HGNC:42774	FGF14-IT1	FGF14 intronic transcript 1	Approved	RNA, long non-coding			13q33.1	283480	ENSG00000243319	OTTHUMG00000017301	1989	Intronic transcripts
HGNC:41333	FMR1-IT1	FMR1 intronic transcript 1	Approved	RNA, long non-coding			Xq27.3	106478973	ENSG00000236337	OTTHUMG00000046184	1989	Intronic transcripts
HGNC:41460	FNDC1-IT1	FNDC1 intronic transcript 1	Approved	RNA, long non-coding			6q25.3	100874312	ENSG00000235086	OTTHUMG00000015929	1989	Intronic transcripts
HGNC:41335	FOXP1-IT1	FOXP1 intronic transcript 1	Approved	RNA, long non-coding			3p13	100506815	ENSG00000242094	OTTHUMG00000158796	1989	Intronic transcripts
HGNC:43758	FTO-IT1	FTO intronic transcript 1	Approved	RNA, long non-coding			16q12.2	100505692			1989	Intronic transcripts
HGNC:25469	GABPB1-IT1	GABPB1 intronic transcript	Approved	RNA, long non-coding		FLJ10038	15q21.2	55056	ENSG00000285410		1989	Intronic transcripts
HGNC:41339	GK-IT1	GK intronic transcript 1	Approved	RNA, long non-coding			Xp21.2	106480740	ENSG00000229331	OTTHUMG00000021324	1989	Intronic transcripts
HGNC:41340	GPC5-IT1	GPC5 intronic transcript 1	Approved	RNA, long non-coding			13q31.3	100874293	ENSG00000236240	OTTHUMG00000017198	1989	Intronic transcripts
HGNC:49478	GRK5-IT1	GRK5 intronic transcript 1	Approved	RNA, long non-coding			10q26.11	101927868	ENSG00000228485	OTTHUMG00000019145	1989	Intronic transcripts
HGNC:41342	HAO2-IT1	HAO2 intronic transcript 1	Approved	RNA, long non-coding			1p12	100874270	ENSG00000230921	OTTHUMG00000012520	1989	Intronic transcripts
HGNC:41465	HECW1-IT1	HECW1 intronic transcript 1	Approved	RNA, long non-coding			7p14.1	100127950	ENSG00000181211	OTTHUMG00000155204	1989	Intronic transcripts
HGNC:43650	HEXD-IT1	HEXD intronic transcript 1	Approved	RNA, long non-coding	HEXDC-IT1		17q25.3	100505970	ENSG00000279066	OTTHUMG00000178837	1989	Intronic transcripts
HGNC:41343	HLCS-IT1	HLCS intronic transcript 1	Approved	RNA, long non-coding			21q22.13	100874294	ENSG00000237646	OTTHUMG00000086640	1989	Intronic transcripts
HGNC:41424	HM13-IT1	HM13 intronic transcript 1	Approved	RNA, long non-coding			20q11.21	106480432	ENSG00000235313	OTTHUMG00000046194	1989	Intronic transcripts
HGNC:43632	HMBOX1-IT1	HMBOX1 intronic transcript 1	Approved	RNA, long non-coding			8p12	106481795	ENSG00000259196	OTTHUMG00000132209	1989	Intronic transcripts
HGNC:41474	HS1BP3-IT1	HS1BP3 intronic transcript 1	Approved	RNA, long non-coding			2p24.1	100874343	ENSG00000231948	OTTHUMG00000151789	1989	Intronic transcripts
HGNC:41397	ITCH-IT1	ITCH intronic transcript 1	Approved	RNA, long non-coding			20q11.22	100874302	ENSG00000231795	OTTHUMG00000046196	1989	Intronic transcripts
HGNC:41349	ITPKB-IT1	ITPKB intronic transcript 1	Approved	RNA, long non-coding			1q42.12	100506443	ENSG00000228382	OTTHUMG00000037587	1989	Intronic transcripts
HGNC:41350	KCND3-IT1	KCND3 intronic transcript 1	Approved	RNA, long non-coding			1p13.2	100874295	ENSG00000232558	OTTHUMG00000011990	1989	Intronic transcripts
HGNC:41351	KCNH1-IT1	KCNH1 intronic transcript 1	Approved	RNA, long non-coding			1q32.2	100874296	ENSG00000234233	OTTHUMG00000046162	1989	Intronic transcripts
HGNC:29895	KCNIP4-IT1	KCNIP4 intronic transcript 1	Approved	RNA, long non-coding	NCRNA00099	UM9-5	4p15.2	359822	ENSG00000280650	OTTHUMG00000189553	1989	Intronic transcripts
HGNC:41354	KCNQ5-IT1	KCNQ5 intronic transcript 1	Approved	RNA, long non-coding			6q13	100507381	ENSG00000233844	OTTHUMG00000015014	1989	Intronic transcripts
HGNC:41384	KDM5C-IT1	KDM5C intronic transcript 1	Approved	RNA, long non-coding			Xp11.22	100874299	ENSG00000235262	OTTHUMG00000021604	1989	Intronic transcripts
HGNC:41412	KIRREL1-IT1	KIRREL1 intronic transcript 1	Approved	RNA, long non-coding	KIRREL-IT1		1q23.1	100505785	ENSG00000226520	OTTHUMG00000035615	1989	Intronic transcripts
HGNC:41355	KLF7-IT1	KLF7 intronic transcript 1	Approved	RNA, long non-coding			2q33.3	100874272	ENSG00000237892	OTTHUMG00000154726	1989	Intronic transcripts
HGNC:41357	LARGE-IT1	LARGE intronic transcript 1	Approved	RNA, long non-coding			22q12.3	100874331	ENSG00000232081	OTTHUMG00000150915	1989	Intronic transcripts
HGNC:49790	LMO7DN-IT1	LMO7DN intronic transcript 1	Approved	RNA, long non-coding	C13orf45-IT1	TCONS_00021569	13q22.2	104326189	ENSG00000223458	OTTHUMG00000017094	1989	Intronic transcripts
HGNC:16201	MACROD2-IT1	MACROD2 intronic transcript 1	Approved	RNA, long non-coding	C20orf68, NCRNA00227	bA467D7.4	20p12.1	140848	ENSG00000227927	OTTHUMG00000031917	1989	Intronic transcripts
HGNC:42436	MAGI1-IT1	MAGI1 intronic transcript 1	Approved	RNA, long non-coding			3p14.1	151877	ENSG00000272610	OTTHUMG00000186069	1989	Intronic transcripts
HGNC:43741	MAPT-IT1	MAPT intronic transcript 1	Approved	RNA, long non-coding			17q21.31	100130148	ENSG00000279685	OTTHUMG00000177993	1989	Intronic transcripts
HGNC:41448	MAST4-IT1	MAST4 intronic transcript 1	Approved	RNA, long non-coding			5q12.3	100874310	ENSG00000249057	OTTHUMG00000162486	1989	Intronic transcripts
HGNC:41461	MLIP-IT1	MLIP intronic transcript 1	Approved	RNA, long non-coding			6p12.1	100874282	ENSG00000236996	OTTHUMG00000014890	1989	Intronic transcripts
HGNC:25038	N4BP2L2-IT2	N4BPL2 intronic transcript 2	Approved	RNA, long non-coding		CG030	13q13.1	116828	ENSG00000281026	OTTHUMG00000189577	1989	Intronic transcripts
HGNC:43651	NARF-IT1	NARF intronic transcript 1	Approved	RNA, long non-coding	NARF-OT1		17q25.3	100506001	ENSG00000266236	OTTHUMG00000178846	1989	Intronic transcripts
HGNC:41416	NAV2-IT1	NAV2 intronic transcript 1	Approved	RNA, long non-coding			11p15.1	100874305	ENSG00000255270	OTTHUMG00000166103	1989	Intronic transcripts
HGNC:41497	NCKAP5-IT1	NCKAP5 intronic transcript 1	Approved	RNA, long non-coding			2q21.2	100874346	ENSG00000232474	OTTHUMG00000153666	1989	Intronic transcripts
HGNC:41432	NEGR1-IT1	NEGR1 intronic transcript 1	Approved	RNA, long non-coding			1p31.1	100852409	ENSG00000228853	OTTHUMG00000009732	1989	Intronic transcripts
HGNC:45091	NPTN-IT1	NPTN intronic transcript 1	Approved	RNA, long non-coding		lncRNA-LET	15q24.1	101241892	ENSG00000281183	OTTHUMG00000189514	1989	Intronic transcripts
HGNC:43633	NRG1-IT1	NRG1 intronic transcript 1	Approved	RNA, long non-coding			8p12	100856811	ENSG00000253974	OTTHUMG00000163966	1989	Intronic transcripts
HGNC:43635	NRG1-IT3	NRG1 intronic transcript 3	Approved	RNA, long non-coding			8p12	100874286	ENSG00000254049	OTTHUMG00000164003	1989	Intronic transcripts
HGNC:41437	NTM-IT	NTM intronic transcript	Approved	RNA, long non-coding	NTM-IT3		11q25	100874281	ENSG00000238262	OTTHUMG00000150047	1989	Intronic transcripts
HGNC:41366	OPCML-IT1	OPCML intronic transcript 1	Approved	RNA, long non-coding			11q25	100874333	ENSG00000254896	OTTHUMG00000167118	1989	Intronic transcripts
HGNC:41365	OPCML-IT2	OPCML intronic transcript 2	Approved	RNA, long non-coding			11q25	100874332	ENSG00000255371	OTTHUMG00000167116	1989	Intronic transcripts
HGNC:41414	PLCB1-IT1	PLCB1 intronic transcript 1	Approved	RNA, long non-coding			20p12.3	100874337	ENSG00000225479	OTTHUMG00000031846	1989	Intronic transcripts
HGNC:42984	PPP2R2B-IT1	PPP2R2B intronic transcript 1	Approved	RNA, long non-coding			5q32	100874361	ENSG00000249553	OTTHUMG00000129687	1989	Intronic transcripts
HGNC:41471	RABGAP1L-IT1	RABGAP1L intronic transcript 1	Approved	RNA, long non-coding			1q25.1	106480742	ENSG00000223525	OTTHUMG00000034938	1989	Intronic transcripts
HGNC:41376	RASA2-IT1	RASA2 intronic transcript 1	Approved	RNA, long non-coding			3q23	100874298	ENSG00000250170	OTTHUMG00000160224	1989	Intronic transcripts
HGNC:39938	RASA3-IT1	RASA3 intronic transcript 1	Approved	RNA, long non-coding			13q34	100874321	ENSG00000232487	OTTHUMG00000017400	1989	Intronic transcripts
HGNC:41496	RC3H1-IT1	RC3H1 intronic transcript 1	Approved	RNA, long non-coding			1q25.1	106481790	ENSG00000236535	OTTHUMG00000034823	1989	Intronic transcripts
HGNC:39991	RERG-IT1	RERG intronic transcript 1	Approved	RNA, long non-coding			12p12.3	100874290	ENSG00000256650	OTTHUMG00000168746	1989	Intronic transcripts
HGNC:41377	REV3L-IT1	REV3L intronic transcript 1	Approved	RNA, long non-coding			6q21	106478974	ENSG00000229276	OTTHUMG00000046182	1989	Intronic transcripts
HGNC:41308	RHOA-IT1	RHOA intronic transcript 1	Approved	RNA, long non-coding			3p21.31	106480739	ENSG00000235908	OTTHUMG00000156844	1989	Intronic transcripts
HGNC:41463	RNF216-IT1	RNF216 intronic transcript 1	Approved	RNA, long non-coding			7p22.1	100874342	ENSG00000237738	OTTHUMG00000155498	1989	Intronic transcripts
HGNC:41378	RPS6KA2-IT1	RPS6KA2 intronic transcript 1	Approved	RNA, long non-coding			6q27	100874353	ENSG00000232082	OTTHUMG00000046164	1989	Intronic transcripts
HGNC:41439	RSF1-IT1	RSF1 intronic transcript 1	Approved	RNA, long non-coding			11q14.1	100874308	ENSG00000255409	OTTHUMG00000166670	1989	Intronic transcripts
HGNC:41438	RSF1-IT2	RSF1 intronic transcript 2	Approved	RNA, long non-coding			11q14.1	100874307	ENSG00000254985	OTTHUMG00000166669	1989	Intronic transcripts
HGNC:16623	RUNX1-IT1	RUNX1 intronic transcript 1	Approved	RNA, long non-coding	C21orf96	FLJ20856	21q22.12	80215			1989	Intronic transcripts
HGNC:54925	SLC7A2-IT1	SLC7A2 intronic transcript 1	Approved	RNA, long non-coding			8p22		ENSG00000279903		1989	Intronic transcripts
HGNC:41383	SLIT2-IT1	SLIT2 intronic transcript 1	Approved	RNA, long non-coding			4p15.31	100505893	ENSG00000248228	OTTHUMG00000160239	1989	Intronic transcripts
HGNC:39963	SMAD9-IT1	SMAD9 intronic transcript 1	Approved	RNA, long non-coding	SMAD9-AS1		13q13.3	100874072	ENSG00000236711	OTTHUMG00000016743	1989	Intronic transcripts
HGNC:1220	SMG6-IT1	SMG6 intronic transcript 1	Approved	RNA, long non-coding	C17orf6		17p13.3	53400	ENSG00000278941	OTTHUMG00000177860	1989	Intronic transcripts
HGNC:41492	SMIM2-IT1	SMIM2 intronic transcript 1	Approved	RNA, long non-coding	C13orf44-IT1		13q14.11	100874377	ENSG00000235285	OTTHUMG00000016830	1989	Intronic transcripts
HGNC:41406	SMYD3-IT1	SMYD3 intronic transcript 1	Approved	RNA, long non-coding			1q44	106478975	ENSG00000230184	OTTHUMG00000040509	1989	Intronic transcripts
HGNC:24158	SND1-IT1	SND1 intronic transcript 1	Approved	RNA, long non-coding	C7orf54	NAG8, NSG-X	7q32.1	27099	ENSG00000279078	OTTHUMG00000189460	1989	Intronic transcripts
HGNC:41385	SOS1-IT1	SOS1 intronic transcript 1	Approved	RNA, long non-coding			2p22.1	100505911	ENSG00000229692	OTTHUMG00000153569	1989	Intronic transcripts
HGNC:42394	SPRY4-IT1	SPRY4 intronic transcript 1	Approved	RNA, long non-coding		SPRIGHTLY	5q31.3	100642175		OTTHUMG00000189512	1989	Intronic transcripts
HGNC:41380	ST6GAL2-IT1	ST6GAL2 intronic transcript 1	Approved	RNA, long non-coding			2q12.2	100874354	ENSG00000238250	OTTHUMG00000153201	1989	Intronic transcripts
HGNC:41453	STARD13-IT1	STARD13 intronic transcript 1	Approved	RNA, long non-coding			13q13.1	100874373	ENSG00000230300	OTTHUMG00000016706	1989	Intronic transcripts
HGNC:41415	STX18-IT1	STX18 intronic transcript 1	Approved	RNA, long non-coding			4p16.3	104472519	ENSG00000248221	OTTHUMG00000159966	1989	Intronic transcripts
HGNC:41387	SYNJ2-IT1	SYNJ2 intronic transcript 1	Approved	RNA, long non-coding			6q25.3	100874300	ENSG00000233496	OTTHUMG00000015901	1989	Intronic transcripts
HGNC:41388	TCF7L1-IT1	TCF7L1 intronic transcript 1	Approved	RNA, long non-coding			2p11.2	100874334	ENSG00000231134	OTTHUMG00000153211	1989	Intronic transcripts
HGNC:41389	TGFA-IT1	TGFA intronic transcript 1	Approved	RNA, long non-coding			2p13.3	100874273	ENSG00000224606	OTTHUMG00000153490	1989	Intronic transcripts
HGNC:55225	THBS1-IT1	THBS1 intronic transcript 1	Approved	RNA, long non-coding			15q14	118597829	ENSG00000276107		1989	Intronic transcripts
HGNC:41390	THRB-IT1	THRB intronic transcript 1	Approved	RNA, long non-coding			3p24.2	100874274	ENSG00000224822	OTTHUMG00000155680	1989	Intronic transcripts
HGNC:41505	TMEM212-IT1	TMEM212 intronic transcript 1	Approved	RNA, long non-coding			3q26.31	100874359	ENSG00000235943	OTTHUMG00000156878	1989	Intronic transcripts
HGNC:41391	TNR-IT1	TNR intronic transcript 1	Approved	RNA, long non-coding			1q25.1	100874256	ENSG00000235628	OTTHUMG00000034946	1989	Intronic transcripts
HGNC:41422	TRIM36-IT1	TRIM36 intronic transcript 1	Approved	RNA, long non-coding			5q22.3	100874338	ENSG00000250472	OTTHUMG00000163154	1989	Intronic transcripts
HGNC:41462	TSPAN9-IT1	TSPAN9 intronic transcript 1	Approved	RNA, long non-coding			12p13.33	100874356	ENSG00000256197	OTTHUMG00000168180	1989	Intronic transcripts
HGNC:41486	TTLL7-IT1	TTLL7 intronic transcript 1	Approved	RNA, long non-coding			1p31.1	100874314	ENSG00000233061	OTTHUMG00000009973	1989	Intronic transcripts
HGNC:41508	VWC2L-IT1	VWC2L intronic transcript 1	Approved	RNA, long non-coding			2q35	100885780	ENSG00000224257	OTTHUMG00000154819	1989	Intronic transcripts
HGNC:41393	WARS2-IT1	WARS2 intronic transcript 1	Approved	RNA, long non-coding			1p12	104472716	ENSG00000224238	OTTHUMG00000012341	1989	Intronic transcripts
HGNC:41469	WWTR1-IT1	WWTR1 intronic transcript 1	Approved	RNA, long non-coding			3q25.1	106478977	ENSG00000241985	OTTHUMG00000159620	1989	Intronic transcripts
HGNC:41493	ZBTB40-IT1	ZBTB40 intronic transcript 1	Approved	RNA, long non-coding			1p36.12	100874345	ENSG00000237200	OTTHUMG00000040025	1989	Intronic transcripts
HGNC:39900	ZDHHC20-IT1	ZDHHC20 intronic transcript 1	Approved	RNA, long non-coding			13q12.11	100874367	ENSG00000236953	OTTHUMG00000046192	1989	Intronic transcripts
